�ngulo               S3/S1              Tempo                 X               V
43.5676897035343     0.857105392716697     0     0     -4
43.5544311416664     0.857095516046848     0     0     -4
43.5411726785508     0.857080744834918     0     0     -4
43.5279143150947     0.857021392956049     0     0     -4
43.5146560522055     0.857007855146934     0     0     -4
43.5013978907905     0.856916313759159     0     0     -4
43.4881398317573     0.856955172821536     0     0     -4
43.4748818760131     0.856780601825206     0     0     -4
43.4616240244654     0.856666990223768     0     0     -4
43.4483662780219     0.856708739526187     0     0     -4
43.43510863759     0.856610012151126     0     0     -4
43.4218511040773     0.856467897978209     0     0     -4
43.4085936783915     0.856472883039578     0     0     -4
43.3953363614402     0.856254621228595     0     0     -4
43.3820791541312     0.856215000978559     0     0     -4
43.3688220573721     0.856129020317225     0     0     -4
43.3555650720708     0.856040199526809     0     0     -4
43.3423081991352     0.855978187164615     0     0     -4
43.3290514394729     0.855786775109509     0     0     -4
43.3157947939921     0.855759346377292     0     0     -4
43.3025382636006     0.855733807195762     0     0     -4
43.2892818492064     0.855525106875855     0     0     -4
43.2760255517175     0.855400551545974     0     0     -4
43.2627693720421     0.855175310017539     0     0     -4
43.2495133110882     0.855140023813101     0     0     -4
43.236257369764     0.8549387440993     0     0     -4
43.2230015489777     0.854841360612382     0     0     -4
43.2097458496376     0.854600744765742     0     0     -4
43.1964902726519     0.854389503165955     0     0     -4
43.183234818929     0.854273253756006     0     0     -4
43.1699794893773     0.854006129496822     0     0     -4
43.1567242849051     0.853882834456231     0     0     -4
43.1434692064209     0.853672150801414     0     0     -4
43.1302142548334     0.853317943058849     0     0     -4
43.1169594310509     0.85307889906922     0     0     -4
43.1037047359822     0.852692444692219     0     0     -4
43.0904501705359     0.852430397845603     0     0     -4
43.0771957356206     0.85208307528576     0     0     -4
43.0639414321452     0.851781203045328     0     0     -4
43.0506872610184     0.851370022211684     0     0     -4
43.0374332231491     0.850924181090536     0     0     -4
43.0241793194461     0.850404444472352     0     0     -4
43.0109255508184     0.849866157273081     0     0     -4
42.9976719181749     0.849403624448068     0     0     -4
42.9844184224248     0.848813805370981     0     0     -4
42.9711650644771     0.848312026525087     0     0     -4
42.9579118452409     0.84754797703754     0     0     -4
42.9446587656254     0.847078020023329     0     0     -4
42.9314058265398     0.846068450044371     0     0     -4
42.9181530288935     0.845337727383274     0     0     -4
42.9049003735958     0.844396575462254     0     0     -4
42.891647861556     0.843622682917339     0     0     -4
42.8783954936836     0.842521521527286     0     0     -4
42.865143270888     0.841256840233092     0     0     -4
42.8518911940789     0.840148629712288     0     0     -4
42.8386392641659     0.838757470824022     0     0     -4
42.8253874820585     0.83715224030708     0     0     -4
42.8121358486664     0.835456607700891     0     0     -4
42.7988843648995     0.833680844986456     0     0     -4
42.7856330316676     0.831564400763403     0     0     -4
42.7723818498804     0.829301112565936     0     0     -4
42.759130820448     0.826937052070555     0     0     -4
42.7458799442802     0.824224066226524     0     0     -4
42.7326292222872     0.821017889595865     0     0     -4
42.719378655379     0.817474323274018     0     0     -4
42.7061282444657     0.813343674198345     0     0     -4
42.6928779904575     0.808739853580448     0     0     -4
42.6796278942648     0.80348539565632     0     0     -4
42.6663779567977     0.797379864843216     0     0     -4
42.6531281789667     0.790424768219215     0     0     -4
42.6398785616822     0.782141913705504     0     0     -4
42.6266291058547     0.773328183321423     0     0     -4
42.6133798123947     0.762162893357628     0     0     -4
42.6001306822128     0.749171507005143     0     0     -4
42.5868817162196     0.734725349634278     0     0     -4
42.573632915326     0.716850872223365     0     0     -4
42.5603842804426     0.695721928380228     0     0     -4
42.5471358124802     0.669581702477697     0     0     -4
42.5338875123499     0.639005854293154     0     0     -4
42.5206393809625     0.601740121517308     0     0     -4
42.5073914192291     0.558123109129566     0     0     -4
42.4941436280607     0.506877160071767     0     0     -4
42.4808960083686     0.448589674670718     0     0     -4
42.4676485610637     0.38306851672862     0     0     -4
42.4544012870576     0.316201515032382     0     0     -4
42.4411541872613     0.250204281528991     0     0     -4
42.4279072625865     0.200633711819833     0     0     -4
42.4146605139445     0.171213865220312     0     0     -4
42.4014139422467     0.168321467997002     0     0     -4
42.3881675484049     0.190990771384315     0     0     -4
42.3749213333306     0.23334011826614     0     0     -4
42.3616752979356     0.289967307114956     0     0     -4
42.3484294431316     0.349613816273898     0     0     -4
42.3351837698304     0.408260830023761     0     0     -4
42.3219382789441     0.4602235602699     0     0     -4
42.3086929713844     0.513536517777265     0     0     -4
42.2954478480635     0.554359628296326     0     0     -4
42.2822029098935     0.593491730389747     0     0     -4
42.2689581577864     0.623362298422975     0     0     -4
42.2557135926547     0.651250879853564     0     0     -4
42.2424692154105     0.673121286705715     0     0     -4
42.2292250269662     0.693012043596273     0     0     -4
42.2159810282344     0.70951225406042     0     0     -4
42.2027372201273     0.723999911116982     0     0     -4
42.1894936035578     0.73580018488487     0     0     -4
42.1762501794383     0.747297925726519     0     0     -4
42.1630069486816     0.756400675933395     0     0     -4
42.1497639122005     0.764598118995086     0     0     -4
42.1365210709078     0.771172985619728     0     0     -4
42.1232784257165     0.777922347305014     0     0     -4
42.1100359775395     0.783261144497742     0     0     -4
42.09679372729     0.788120917794875     0     0     -4
42.083551675881     0.792316425368577     0     0     -4
42.0703098242257     0.79616561177179     0     0     -4
42.0570681732375     0.799460247076412     0     0     -4
42.0438267238296     0.802689333954725     0     0     -4
42.0305854769156     0.805500181619378     0     0     -4
42.0173444334088     0.807895851607853     0     0     -4
42.0041035942229     0.810264482287192     0     0     -4
41.9908629602715     0.812505250663214     0     0     -4
41.9776225324684     0.814531295219656     0     0     -4
41.9643823117272     0.816110695685764     0     0     -4
41.9511422989619     0.817555460489377     0     0     -4
41.9379024950865     0.819285628410976     0     0     -4
41.9246629010149     0.82066615016139     0     0     -4
41.9114235176612     0.821841028721586     0     0     -4
41.8981843459396     0.82306541969758     0     0     -4
41.8849453867643     0.82398616255336     0     0     -4
41.8717066410497     0.825163213438876     0     0     -4
41.8584681097102     0.826072502175481     0     0     -4
41.8452297936601     0.826977679649233     0     0     -4
41.8319916938142     0.827715994169784     0     0     -4
41.8187538110869     0.828543953140134     0     0     -4
41.8055161463931     0.829369100513939     0     0     -4
41.7922787006474     0.82988144501279     0     0     -4
41.7790414747648     0.830441319202125     0     0     -4
41.7658044696602     0.831029815868836     0     0     -4
41.7525676862486     0.831537502408122     0     0     -4
41.7393311254452     0.832046919607839     0     0     -4
41.726094788165     0.832535091686948     0     0     -4
41.7128586753234     0.833008636242606     0     0     -4
41.6996227878358     0.833458223436302     0     0     -4
41.6863871266174     0.833650325864533     0     0     -4
41.673151692584     0.83413276747891     0     0     -4
41.6599164866509     0.834512736783615     0     0     -4
41.646681509734     0.834847193013419     0     0     -4
41.6334467627489     0.835043858741334     0     0     -4
41.6202122466115     0.835352152283513     0     0     -4
41.6069779622377     0.835614855734518     0     0     -4
41.5937439105435     0.835742221790896     0     0     -4
41.580510092445     0.836192846989188     0     0     -4
41.5672765088584     0.836248404450013     0     0     -4
41.5540431606999     0.836444804786119     0     0     -4
41.5408100488858     0.836655286234982     0     0     -4
41.5275771743327     0.836790180227315     0     0     -4
41.5143445379569     0.836920490430445     0     0     -4
41.5011121406751     0.837218306211567     0     0     -4
41.487879983404     0.837322835936917     0     0     -4
41.4746480670603     0.837585273888057     0     0     -4
41.4614163925608     0.837491661986292     0     0     -4
41.4481849608227     0.837731246488143     0     0     -4
41.4349537727627     0.837840189619119     0     0     -4
41.4217228292982     0.838069244178488     0     0     -4
41.4084921313462     0.838013089078148     0     0     -4
41.395261679824     0.838217940113208     0     0     -4
41.3820314756491     0.838148187346555     0     0     -4
41.368801519739     0.838407019239038     0     0     -4
41.3555718130111     0.838463095242995     0     0     -4
41.3423423563831     0.838457479947687     0     0     -4
41.3291131507728     0.83851929441249     0     0     -4
41.315884197098     0.838750469970433     0     0     -4
41.3026554962766     0.838800477792961     0     0     -4
41.2894270492266     0.838873910502309     0     0     -4
41.2761988568661     0.838848318231751     0     0     -4
41.2629709201134     0.839037583440864     0     0     -4
41.2497432398867     0.838997900783561     0     0     -4
41.2365158171043     0.839046888018366     0     0     -4
41.2232886526848     0.839037188347024     0     0     -4
41.2100617475467     0.839115400344058     0     0     -4
41.1968351026086     0.83907240507028     0     0     -4
41.1836087187894     0.839149531562742     0     0     -4
41.1703825970079     0.839069026708311     0     0     -4
41.1571567381829     0.839126061881652     0     0     -4
41.1439311432336     0.839089851398437     0     0     -4
41.130705813079     0.838979325137216     0     0     -4
41.1174807486384     0.839084013930323     0     0     -4
41.1042559508312     0.839013496337963     0     0     -4
41.0910314205766     0.838877700432155     0     0     -4
41.0778071587943     0.838840503279903     0     0     -4
41.0645831664038     0.83873154837243     0     0     -4
41.0513594443248     0.838642604110506     0     0     -4
41.0381359934772     0.838426196079489     0     0     -4
41.0249128147808     0.838323508868434     0     0     -4
41.0116899091557     0.838136513275127     0     0     -4
40.9984672775219     0.838053554856684     0     0     -4
40.9852449207996     0.837897458700851     0     0     -4
40.9720228399091     0.837815374432155     0     0     -4
40.9588010357708     0.83755097498594     0     0     -4
40.9455795093053     0.837252121732847     0     0     -4
40.932358261433     0.837216676635544     0     0     -4
40.9191372930747     0.836954211063096     0     0     -4
40.9059166051511     0.836848321054414     0     0     -4
40.8926961985833     0.836541773953136     0     0     -4
40.8794760742921     0.836355780220825     0     0     -4
40.8662562331986     0.836245172398698     0     0     -4
40.8530366762241     0.83593030039875     0     0     -4
40.8398174042898     0.835706630296511     0     0     -4
40.8265984183172     0.835591734533654     0     0     -4
40.8133797192277     0.835367385623747     0     0     -4
40.800161307943     0.83510473398578     0     0     -4
40.7869431853848     0.834884481894583     0     0     -4
40.7737253524748     0.834774833795416     0     0     -4
40.7605078101351     0.834467778373871     0     0     -4
40.7472905592876     0.834218042312728     0     0     -4
40.7340736008544     0.834148089174398     0     0     -4
40.7208569357578     0.833806824693876     0     0     -4
40.7076405649202     0.833692676633761     0     0     -4
40.6944244892639     0.833419204169939     0     0     -4
40.6812087097115     0.833187845889598     0     0     -4
40.6679932271857     0.832974708025174     0     0     -4
40.6547780426093     0.832661164858075     0     0     -4
40.6415631569051     0.832607761456569     0     0     -4
40.628348570996     0.832173766735673     0     0     -4
40.6151342858053     0.831993152853072     0     0     -4
40.601920302256     0.831665192421775     0     0     -4
40.5887066212714     0.831395035701783     0     0     -4
40.5754932437751     0.831094155047535     0     0     -4
40.5622801706905     0.830810446251801     0     0     -4
40.5490674029412     0.830624448945159     0     0     -4
40.5358549414509     0.830351407141265     0     0     -4
40.5226427871436     0.83002078934406     0     0     -4
40.5094309409432     0.829720301309711     0     0     -4
40.4962194037737     0.829478840373118     0     0     -4
40.4830081765594     0.829213610288316     0     0     -4
40.4697972602245     0.828802717031727     0     0     -4
40.4565866556934     0.828507998173233     0     0     -4
40.4433763638906     0.828271295140673     0     0     -4
40.4301663857409     0.827944381143289     0     0     -4
40.4169567221688     0.827474938559314     0     0     -4
40.4037473740993     0.827307361213769     0     0     -4
40.3905383424574     0.826939853036577     0     0     -4
40.3773296281681     0.826554652468201     0     0     -4
40.3641212321566     0.826331788464603     0     0     -4
