�ngulo               S3/S1              Tempo                 X               V
44.9867361074297     0.856917418131002     0     0     -4
44.9734722157648     0.856926321348626     0     0     -4
44.9602083259105     0.857051197240479     0     0     -4
44.9469444387722     0.857052682675452     0     0     -4
44.9336805552553     0.857157745726684     0     0     -4
44.9204166762651     0.857018405381576     0     0     -4
44.9071528027069     0.857201897076466     0     0     -4
44.8938889354862     0.856952072607037     0     0     -4
44.8806250755081     0.857097550255009     0     0     -4
44.8673612236781     0.857063627900559     0     0     -4
44.8540973809016     0.857213361963306     0     0     -4
44.8408335480838     0.857206142528639     0     0     -4
44.8275697261302     0.857149034548351     0     0     -4
44.8143059159461     0.857402302761346     0     0     -4
44.8010421184369     0.85720391973495     0     0     -4
44.7877783345079     0.857237709336341     0     0     -4
44.7745145650645     0.857340777719757     0     0     -4
44.7612508110122     0.857240076849283     0     0     -4
44.7479870732562     0.857394667428186     0     0     -4
44.7347233527021     0.85716321049908     0     0     -4
44.7214596502551     0.857462693554748     0     0     -4
44.7081959668207     0.857364053468811     0     0     -4
44.6949323033044     0.857042583678419     0     0     -4
44.6816686606115     0.857375001237149     0     0     -4
44.6684050396474     0.85729821485983     0     0     -4
44.6551414413176     0.857353691412391     0     0     -4
44.6418778665275     0.857464063546251     0     0     -4
44.6286143161827     0.857460082843922     0     0     -4
44.6153507911885     0.857601193550569     0     0     -4
44.6020872924504     0.857469740396224     0     0     -4
44.5888238208739     0.857544316382763     0     0     -4
44.5755603773645     0.857513931477888     0     0     -4
44.5622969628277     0.857526188367341     0     0     -4
44.549033578169     0.857560302298674     0     0     -4
44.5357702242939     0.85748517131059     0     0     -4
44.522506902108     0.85766337630909     0     0     -4
44.5092436125167     0.857584844279934     0     0     -4
44.4959803564257     0.857686735947272     0     0     -4
44.4827171347406     0.85766585016605     0     0     -4
44.4694539483668     0.857656486822099     0     0     -4
44.45619079821     0.857690347763385     0     0     -4
44.4429276851758     0.857660444269232     0     0     -4
44.4296646101698     0.857795677359136     0     0     -4
44.4164015740977     0.857703326683794     0     0     -4
44.4031385778651     0.857870535886924     0     0     -4
44.3898756223776     0.85761413729064     0     0     -4
44.376612708541     0.857590605619433     0     0     -4
44.3633498372608     0.857780667084004     0     0     -4
44.3500870094429     0.857687182637338     0     0     -4
44.336824225993     0.857863363831266     0     0     -4
44.3235614878167     0.857633197884101     0     0     -4
44.3102987958199     0.857790170473324     0     0     -4
44.2970361509082     0.857724784062326     0     0     -4
44.2837735539876     0.857703216444478     0     0     -4
44.2705110059638     0.857634037655944     0     0     -4
44.2572485077426     0.857826373483286     0     0     -4
44.2439860602298     0.85764095418472     0     0     -4
44.2307236643314     0.857840160167906     0     0     -4
44.2174613209532     0.857694409857262     0     0     -4
44.2041990310011     0.857848883515876     0     0     -4
44.190936795381     0.857698819529623     0     0     -4
44.1776746149988     0.857794214125596     0     0     -4
44.1644124907606     0.857669859755255     0     0     -4
44.1511504235722     0.857702760991142     0     0     -4
44.1378884143397     0.857609650311201     0     0     -4
44.1246264639691     0.857890012327653     0     0     -4
44.1113645733664     0.857798365880771     0     0     -4
44.0981027434377     0.857654184192388     0     0     -4
44.0848409750891     0.857639905698617     0     0     -4
44.0715792692266     0.857727688709195     0     0     -4
44.0583176267565     0.857759989581903     0     0     -4
44.0450560485848     0.857876498065739     0     0     -4
44.0317945356177     0.85778483646449     0     0     -4
44.0185330887614     0.857731001659191     0     0     -4
44.0052717089222     0.857724486386251     0     0     -4
43.9920103970062     0.857683563309884     0     0     -4
43.9787491539198     0.857683354300193     0     0     -4
43.9654879805692     0.857781610659289     0     0     -4
43.9522268778607     0.857698404537748     0     0     -4
43.9389658467008     0.857834995627988     0     0     -4
43.9257048879957     0.857610949278132     0     0     -4
43.912444002652     0.857825081236082     0     0     -4
43.8991831915758     0.857618927269248     0     0     -4
43.8859224556739     0.857703745970315     0     0     -4
43.8726617958525     0.857571222139129     0     0     -4
43.8594012130182     0.857607100678961     0     0     -4
43.8461407080776     0.857582282619028     0     0     -4
43.8328802819372     0.857673758668291     0     0     -4
43.8196199355036     0.857551856242053     0     0     -4
43.8063596696833     0.85767480778087     0     0     -4
43.7930994853832     0.857523744259087     0     0     -4
43.7798393835097     0.857460505137413     0     0     -4
43.7665793649697     0.857477349281185     0     0     -4
43.7533194306699     0.857484876710783     0     0     -4
43.7400595815169     0.857445205604009     0     0     -4
43.7267998184177     0.857450760332981     0     0     -4
43.7135401422791     0.857371257121953     0     0     -4
43.7002805540078     0.857462899849531     0     0     -4
43.6870210545109     0.857305737600072     0     0     -4
43.6737616446951     0.857242486868042     0     0     -4
43.6605023254675     0.857342731969501     0     0     -4
43.6472430977351     0.857186593746699     0     0     -4
43.6339839624049     0.857244134889189     0     0     -4
43.6207249203839     0.857182721769833     0     0     -4
43.6074659725792     0.857281926313405     0     0     -4
43.5942071198979     0.857144874144473     0     0     -4
43.5809483632472     0.857218514635978     0     0     -4
